,author,likes,tags,text
480,Dr. Seuss,191386,"['attributed-no-source', 'cry', 'crying', 'experience', 'happiness', 'joy', 'life', 'misattributed-dr-seuss', 'optimism', 'sadness', 'smile', 'smiling']","Don't cry because it's over, smile because it happened."
481,Marilyn Monroe,147106,"['attributed-no-source', 'best', 'life', 'love', 'mistakes', 'out-of-control', 'truth', 'worst']","I'm selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle. But if you can't handle me at my worst, then you sure as hell don't deserve me at my best."
482,Oscar Wilde,144644,"['attributed-no-source', 'be-yourself', 'honesty', 'inspirational', 'misattributed-oscar-wilde']",Be yourself; everyone else is already taken.
483,Albert Einstein,128548,"['attributed-no-source', 'human-nature', 'humor', 'infinity', 'philosophy', 'science', 'stupidity', 'universe']",Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
484,Frank Zappa,123603,"['books', 'humor']","So many books, so little time."
485,Bernard M. Baruch,118780,"['ataraxy', 'be-yourself', 'confidence', 'fitting-in', 'individuality', 'misattributed-dr-seuss', 'those-who-matter']","Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind."
486,Marcus Tullius Cicero,117230,"['attributed-no-source', 'books', 'simile', 'soul']",A room without books is like a body without a soul.
487,William W. Purkey,115984,"['dance', 'heaven', 'hurt', 'inspirational', 'life', 'love', 'sing']",You've gotta dance like there's nobody watching
488,Dr. Seuss,113071,"['attributed-no-source', 'dreams', 'love', 'reality', 'sleep']",You know you're in love when you can't fall asleep because reality is finally better than your dreams.
489,Mae West,105455,"['humor', 'life']","You only live once, but if you do it right, once is enough."
490,Mahatma Gandhi,104085,"['action', 'change', 'inspirational', 'philosophy', 'wish']",Be the change that you wish to see in the world.
491,Robert Frost,98020,['life'],In three words I can sum up everything I've learned about life: it goes on.
492,"J.K. Rowling,",94000,['94000 likes'],"If you want to know what a man's like, take a good look at how he treats his inferiors, not his equals."
493,Albert Camus,84184,"['attributed-no-source', 'friends', 'friendship', 'misattributed-albert-camus']",Don’t walk in front of me… I may not follo
494,"Eleanor Roosevelt,",83488,"['confidence', 'inspirational', 'wisdom']",No one can make you feel inferior without your consent.
495,"C.S. Lewis,",83106,['friendship'],"Friendship ... is born at the moment when one man says to another ""What! You too? I thought that no one but myself . . ."
496,Mark Twain,82251,"['lies', 'lying', 'memory', 'truth']","If you tell the truth, you don't have to remember anything."
497,Elbert Hubbard,77304,"['friend', 'friendship', 'knowledge', 'love']",A friend is someone who knows all about you and still loves you.
498,Maya Angelou,77223,['77223 likes'],"I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."
499,Oscar Wilde,74237,"['attributed-no-source', 'enemies', 'forgiveness', 'strategy']",Always forgive your enemies; nothing annoys them so much.
500,Oscar Wilde,71757,['life'],"To live is the rarest thing in the world. Most people exist, that is all."
501,Mahatma Gandhi,71451,"['carpe-diem', 'education', 'inspirational', 'learning']",Live as if you were to die tomorrow. Learn as if you were to live forever.
502,"Martin Luther King Jr.,",70722,"['darkness', 'drive-out', 'hate', 'inspirational', 'light', 'love', 'peace']",Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.
503,"Oscar Wilde,",66718,"['intelligence', 'self-deprecation']",I am so clever that sometimes I don't understand a single word of what I am saying.
504,"Friedrich Nietzsche,",65507,"['inspirational', 'music', 'philosophy']","Without music, life would be a mistake."
505,Ralph Waldo Emerson,64095,"['accomplishment', 'attributed-no-source', 'be-yourself', 'conformity', 'individuality']",To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.
506,Rob Siltanen,63970,"['advertising', 'apple', 'change', 'commercial', 'computers', 'different', 'madness', 'misattributed-apple', 'misattributed-steve-jobs', 'misfits', 'nonconformity', 'progressive', 'rebels', 'status-quo', 'think-different', 'troublemakers']","Here's to the crazy ones. The misfits. The rebels. The troublemakers. The round pegs in the square holes. The ones who see things differently. They're not fond of rules. And they have no respect for the status quo. You can quote them, disagree with them, glorify or vilify them. About the only thing you can't do is ignore them. Because they change things. They push the human race forward. And while some may see them as the crazy ones, we see genius. Because the people who are crazy enough to think they can change the world, are the ones who do."
507,"Stephen Chbosky,",63718,"['inspirational', 'love']",We accept the love we think we deserve.
508,Narcotics Anonymous,60112,"['humor', 'insanity', 'life', 'misattributed-ben-franklin', 'misattributed-mark-twain', 'misattributed-to-einstein']","Insanity is doing the same thing, over and over again, but expecting different results."
509,Marilyn Monroe,58978,"['attributed-no-source', 'misattributed-marilyn-monroe']","I believe that everything happens for a reason. People change so that you can learn to let go, things go wrong so that you appreciate them when they're right, you believe lies so you eventually learn to trust no one but yourself, and sometimes good things fall apart so better things can fall together."
510,Dr. Seuss,191386,"['attributed-no-source', 'cry', 'crying', 'experience', 'happiness', 'joy', 'life', 'misattributed-dr-seuss', 'optimism', 'sadness', 'smile', 'smiling']","Don't cry because it's over, smile because it happened."
511,Marilyn Monroe,147106,"['attributed-no-source', 'best', 'life', 'love', 'mistakes', 'out-of-control', 'truth', 'worst']","I'm selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle. But if you can't handle me at my worst, then you sure as hell don't deserve me at my best."
512,Oscar Wilde,144644,"['attributed-no-source', 'be-yourself', 'honesty', 'inspirational', 'misattributed-oscar-wilde']",Be yourself; everyone else is already taken.
513,Albert Einstein,128548,"['attributed-no-source', 'human-nature', 'humor', 'infinity', 'philosophy', 'science', 'stupidity', 'universe']",Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
514,Frank Zappa,123603,"['books', 'humor']","So many books, so little time."
515,Bernard M. Baruch,118780,"['ataraxy', 'be-yourself', 'confidence', 'fitting-in', 'individuality', 'misattributed-dr-seuss', 'those-who-matter']","Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind."
516,Marcus Tullius Cicero,117230,"['attributed-no-source', 'books', 'simile', 'soul']",A room without books is like a body without a soul.
517,William W. Purkey,115984,"['dance', 'heaven', 'hurt', 'inspirational', 'life', 'love', 'sing']",You've gotta dance like there's nobody watching
518,Dr. Seuss,113071,"['attributed-no-source', 'dreams', 'love', 'reality', 'sleep']",You know you're in love when you can't fall asleep because reality is finally better than your dreams.
519,Mae West,105455,"['humor', 'life']","You only live once, but if you do it right, once is enough."
520,Mahatma Gandhi,104085,"['action', 'change', 'inspirational', 'philosophy', 'wish']",Be the change that you wish to see in the world.
521,Robert Frost,98020,['life'],In three words I can sum up everything I've learned about life: it goes on.
522,"J.K. Rowling,",94000,['94000 likes'],"If you want to know what a man's like, take a good look at how he treats his inferiors, not his equals."
523,Albert Camus,84184,"['attributed-no-source', 'friends', 'friendship', 'misattributed-albert-camus']",Don’t walk in front of me… I may not follo
524,"Eleanor Roosevelt,",83488,"['confidence', 'inspirational', 'wisdom']",No one can make you feel inferior without your consent.
525,"C.S. Lewis,",83106,['friendship'],"Friendship ... is born at the moment when one man says to another ""What! You too? I thought that no one but myself . . ."
526,Mark Twain,82251,"['lies', 'lying', 'memory', 'truth']","If you tell the truth, you don't have to remember anything."
527,Elbert Hubbard,77304,"['friend', 'friendship', 'knowledge', 'love']",A friend is someone who knows all about you and still loves you.
528,Maya Angelou,77223,['77223 likes'],"I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."
529,Oscar Wilde,74237,"['attributed-no-source', 'enemies', 'forgiveness', 'strategy']",Always forgive your enemies; nothing annoys them so much.
530,Oscar Wilde,71757,['life'],"To live is the rarest thing in the world. Most people exist, that is all."
531,Mahatma Gandhi,71451,"['carpe-diem', 'education', 'inspirational', 'learning']",Live as if you were to die tomorrow. Learn as if you were to live forever.
532,"Martin Luther King Jr.,",70722,"['darkness', 'drive-out', 'hate', 'inspirational', 'light', 'love', 'peace']",Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.
533,"Oscar Wilde,",66718,"['intelligence', 'self-deprecation']",I am so clever that sometimes I don't understand a single word of what I am saying.
534,"Friedrich Nietzsche,",65507,"['inspirational', 'music', 'philosophy']","Without music, life would be a mistake."
535,Ralph Waldo Emerson,64095,"['accomplishment', 'attributed-no-source', 'be-yourself', 'conformity', 'individuality']",To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.
536,Rob Siltanen,63970,"['advertising', 'apple', 'change', 'commercial', 'computers', 'different', 'madness', 'misattributed-apple', 'misattributed-steve-jobs', 'misfits', 'nonconformity', 'progressive', 'rebels', 'status-quo', 'think-different', 'troublemakers']","Here's to the crazy ones. The misfits. The rebels. The troublemakers. The round pegs in the square holes. The ones who see things differently. They're not fond of rules. And they have no respect for the status quo. You can quote them, disagree with them, glorify or vilify them. About the only thing you can't do is ignore them. Because they change things. They push the human race forward. And while some may see them as the crazy ones, we see genius. Because the people who are crazy enough to think they can change the world, are the ones who do."
537,"Stephen Chbosky,",63718,"['inspirational', 'love']",We accept the love we think we deserve.
538,Narcotics Anonymous,60112,"['humor', 'insanity', 'life', 'misattributed-ben-franklin', 'misattributed-mark-twain', 'misattributed-to-einstein']","Insanity is doing the same thing, over and over again, but expecting different results."
539,Marilyn Monroe,58978,"['attributed-no-source', 'misattributed-marilyn-monroe']","I believe that everything happens for a reason. People change so that you can learn to let go, things go wrong so that you appreciate them when they're right, you believe lies so you eventually learn to trust no one but yourself, and sometimes good things fall apart so better things can fall together."
540,Dr. Seuss,191386,"['attributed-no-source', 'cry', 'crying', 'experience', 'happiness', 'joy', 'life', 'misattributed-dr-seuss', 'optimism', 'sadness', 'smile', 'smiling']","Don't cry because it's over, smile because it happened."
541,Marilyn Monroe,147106,"['attributed-no-source', 'best', 'life', 'love', 'mistakes', 'out-of-control', 'truth', 'worst']","I'm selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle. But if you can't handle me at my worst, then you sure as hell don't deserve me at my best."
542,Oscar Wilde,144644,"['attributed-no-source', 'be-yourself', 'honesty', 'inspirational', 'misattributed-oscar-wilde']",Be yourself; everyone else is already taken.
543,Albert Einstein,128548,"['attributed-no-source', 'human-nature', 'humor', 'infinity', 'philosophy', 'science', 'stupidity', 'universe']",Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
544,Frank Zappa,123603,"['books', 'humor']","So many books, so little time."
545,Bernard M. Baruch,118780,"['ataraxy', 'be-yourself', 'confidence', 'fitting-in', 'individuality', 'misattributed-dr-seuss', 'those-who-matter']","Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind."
546,Marcus Tullius Cicero,117230,"['attributed-no-source', 'books', 'simile', 'soul']",A room without books is like a body without a soul.
547,William W. Purkey,115984,"['dance', 'heaven', 'hurt', 'inspirational', 'life', 'love', 'sing']",You've gotta dance like there's nobody watching
548,Dr. Seuss,113071,"['attributed-no-source', 'dreams', 'love', 'reality', 'sleep']",You know you're in love when you can't fall asleep because reality is finally better than your dreams.
549,Mae West,105455,"['humor', 'life']","You only live once, but if you do it right, once is enough."
550,Mahatma Gandhi,104085,"['action', 'change', 'inspirational', 'philosophy', 'wish']",Be the change that you wish to see in the world.
551,Robert Frost,98020,['life'],In three words I can sum up everything I've learned about life: it goes on.
552,"J.K. Rowling,",94000,['94000 likes'],"If you want to know what a man's like, take a good look at how he treats his inferiors, not his equals."
553,Albert Camus,84184,"['attributed-no-source', 'friends', 'friendship', 'misattributed-albert-camus']",Don’t walk in front of me… I may not follo
554,"Eleanor Roosevelt,",83488,"['confidence', 'inspirational', 'wisdom']",No one can make you feel inferior without your consent.
555,"C.S. Lewis,",83106,['friendship'],"Friendship ... is born at the moment when one man says to another ""What! You too? I thought that no one but myself . . ."
556,Mark Twain,82251,"['lies', 'lying', 'memory', 'truth']","If you tell the truth, you don't have to remember anything."
557,Elbert Hubbard,77304,"['friend', 'friendship', 'knowledge', 'love']",A friend is someone who knows all about you and still loves you.
558,Maya Angelou,77223,['77223 likes'],"I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."
559,Oscar Wilde,74237,"['attributed-no-source', 'enemies', 'forgiveness', 'strategy']",Always forgive your enemies; nothing annoys them so much.
560,Oscar Wilde,71757,['life'],"To live is the rarest thing in the world. Most people exist, that is all."
561,Mahatma Gandhi,71451,"['carpe-diem', 'education', 'inspirational', 'learning']",Live as if you were to die tomorrow. Learn as if you were to live forever.
562,"Martin Luther King Jr.,",70722,"['darkness', 'drive-out', 'hate', 'inspirational', 'light', 'love', 'peace']",Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.
563,"Oscar Wilde,",66718,"['intelligence', 'self-deprecation']",I am so clever that sometimes I don't understand a single word of what I am saying.
564,"Friedrich Nietzsche,",65507,"['inspirational', 'music', 'philosophy']","Without music, life would be a mistake."
565,Ralph Waldo Emerson,64095,"['accomplishment', 'attributed-no-source', 'be-yourself', 'conformity', 'individuality']",To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.
566,Rob Siltanen,63970,"['advertising', 'apple', 'change', 'commercial', 'computers', 'different', 'madness', 'misattributed-apple', 'misattributed-steve-jobs', 'misfits', 'nonconformity', 'progressive', 'rebels', 'status-quo', 'think-different', 'troublemakers']","Here's to the crazy ones. The misfits. The rebels. The troublemakers. The round pegs in the square holes. The ones who see things differently. They're not fond of rules. And they have no respect for the status quo. You can quote them, disagree with them, glorify or vilify them. About the only thing you can't do is ignore them. Because they change things. They push the human race forward. And while some may see them as the crazy ones, we see genius. Because the people who are crazy enough to think they can change the world, are the ones who do."
567,"Stephen Chbosky,",63718,"['inspirational', 'love']",We accept the love we think we deserve.
568,Narcotics Anonymous,60112,"['humor', 'insanity', 'life', 'misattributed-ben-franklin', 'misattributed-mark-twain', 'misattributed-to-einstein']","Insanity is doing the same thing, over and over again, but expecting different results."
569,Marilyn Monroe,58978,"['attributed-no-source', 'misattributed-marilyn-monroe']","I believe that everything happens for a reason. People change so that you can learn to let go, things go wrong so that you appreciate them when they're right, you believe lies so you eventually learn to trust no one but yourself, and sometimes good things fall apart so better things can fall together."
570,Dr. Seuss,191386,"['attributed-no-source', 'cry', 'crying', 'experience', 'happiness', 'joy', 'life', 'misattributed-dr-seuss', 'optimism', 'sadness', 'smile', 'smiling']","Don't cry because it's over, smile because it happened."
571,Marilyn Monroe,147106,"['attributed-no-source', 'best', 'life', 'love', 'mistakes', 'out-of-control', 'truth', 'worst']","I'm selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle. But if you can't handle me at my worst, then you sure as hell don't deserve me at my best."
572,Oscar Wilde,144644,"['attributed-no-source', 'be-yourself', 'honesty', 'inspirational', 'misattributed-oscar-wilde']",Be yourself; everyone else is already taken.
573,Albert Einstein,128548,"['attributed-no-source', 'human-nature', 'humor', 'infinity', 'philosophy', 'science', 'stupidity', 'universe']",Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
574,Frank Zappa,123603,"['books', 'humor']","So many books, so little time."
575,Bernard M. Baruch,118780,"['ataraxy', 'be-yourself', 'confidence', 'fitting-in', 'individuality', 'misattributed-dr-seuss', 'those-who-matter']","Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind."
576,Marcus Tullius Cicero,117230,"['attributed-no-source', 'books', 'simile', 'soul']",A room without books is like a body without a soul.
577,William W. Purkey,115984,"['dance', 'heaven', 'hurt', 'inspirational', 'life', 'love', 'sing']",You've gotta dance like there's nobody watching
578,Dr. Seuss,113071,"['attributed-no-source', 'dreams', 'love', 'reality', 'sleep']",You know you're in love when you can't fall asleep because reality is finally better than your dreams.
579,Mae West,105455,"['humor', 'life']","You only live once, but if you do it right, once is enough."
580,Mahatma Gandhi,104085,"['action', 'change', 'inspirational', 'philosophy', 'wish']",Be the change that you wish to see in the world.
581,Robert Frost,98020,['life'],In three words I can sum up everything I've learned about life: it goes on.
582,"J.K. Rowling,",94000,['94000 likes'],"If you want to know what a man's like, take a good look at how he treats his inferiors, not his equals."
583,Albert Camus,84184,"['attributed-no-source', 'friends', 'friendship', 'misattributed-albert-camus']",Don’t walk in front of me… I may not follo
584,"Eleanor Roosevelt,",83488,"['confidence', 'inspirational', 'wisdom']",No one can make you feel inferior without your consent.
585,"C.S. Lewis,",83106,['friendship'],"Friendship ... is born at the moment when one man says to another ""What! You too? I thought that no one but myself . . ."
586,Mark Twain,82251,"['lies', 'lying', 'memory', 'truth']","If you tell the truth, you don't have to remember anything."
587,Elbert Hubbard,77304,"['friend', 'friendship', 'knowledge', 'love']",A friend is someone who knows all about you and still loves you.
588,Maya Angelou,77223,['77223 likes'],"I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."
589,Oscar Wilde,74237,"['attributed-no-source', 'enemies', 'forgiveness', 'strategy']",Always forgive your enemies; nothing annoys them so much.
590,Oscar Wilde,71757,['life'],"To live is the rarest thing in the world. Most people exist, that is all."
591,Mahatma Gandhi,71451,"['carpe-diem', 'education', 'inspirational', 'learning']",Live as if you were to die tomorrow. Learn as if you were to live forever.
592,"Martin Luther King Jr.,",70722,"['darkness', 'drive-out', 'hate', 'inspirational', 'light', 'love', 'peace']",Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.
593,"Oscar Wilde,",66718,"['intelligence', 'self-deprecation']",I am so clever that sometimes I don't understand a single word of what I am saying.
594,"Friedrich Nietzsche,",65507,"['inspirational', 'music', 'philosophy']","Without music, life would be a mistake."
595,Ralph Waldo Emerson,64095,"['accomplishment', 'attributed-no-source', 'be-yourself', 'conformity', 'individuality']",To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.
596,Rob Siltanen,63970,"['advertising', 'apple', 'change', 'commercial', 'computers', 'different', 'madness', 'misattributed-apple', 'misattributed-steve-jobs', 'misfits', 'nonconformity', 'progressive', 'rebels', 'status-quo', 'think-different', 'troublemakers']","Here's to the crazy ones. The misfits. The rebels. The troublemakers. The round pegs in the square holes. The ones who see things differently. They're not fond of rules. And they have no respect for the status quo. You can quote them, disagree with them, glorify or vilify them. About the only thing you can't do is ignore them. Because they change things. They push the human race forward. And while some may see them as the crazy ones, we see genius. Because the people who are crazy enough to think they can change the world, are the ones who do."
597,"Stephen Chbosky,",63718,"['inspirational', 'love']",We accept the love we think we deserve.
598,Narcotics Anonymous,60112,"['humor', 'insanity', 'life', 'misattributed-ben-franklin', 'misattributed-mark-twain', 'misattributed-to-einstein']","Insanity is doing the same thing, over and over again, but expecting different results."
599,Marilyn Monroe,58978,"['attributed-no-source', 'misattributed-marilyn-monroe']","I believe that everything happens for a reason. People change so that you can learn to let go, things go wrong so that you appreciate them when they're right, you believe lies so you eventually learn to trust no one but yourself, and sometimes good things fall apart so better things can fall together."
600,Dr. Seuss,191386,"['attributed-no-source', 'cry', 'crying', 'experience', 'happiness', 'joy', 'life', 'misattributed-dr-seuss', 'optimism', 'sadness', 'smile', 'smiling']","Don't cry because it's over, smile because it happened."
601,Marilyn Monroe,147106,"['attributed-no-source', 'best', 'life', 'love', 'mistakes', 'out-of-control', 'truth', 'worst']","I'm selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle. But if you can't handle me at my worst, then you sure as hell don't deserve me at my best."
602,Oscar Wilde,144644,"['attributed-no-source', 'be-yourself', 'honesty', 'inspirational', 'misattributed-oscar-wilde']",Be yourself; everyone else is already taken.
603,Albert Einstein,128548,"['attributed-no-source', 'human-nature', 'humor', 'infinity', 'philosophy', 'science', 'stupidity', 'universe']",Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
604,Frank Zappa,123603,"['books', 'humor']","So many books, so little time."
605,Bernard M. Baruch,118780,"['ataraxy', 'be-yourself', 'confidence', 'fitting-in', 'individuality', 'misattributed-dr-seuss', 'those-who-matter']","Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind."
606,Marcus Tullius Cicero,117230,"['attributed-no-source', 'books', 'simile', 'soul']",A room without books is like a body without a soul.
607,William W. Purkey,115984,"['dance', 'heaven', 'hurt', 'inspirational', 'life', 'love', 'sing']",You've gotta dance like there's nobody watching
608,Dr. Seuss,113071,"['attributed-no-source', 'dreams', 'love', 'reality', 'sleep']",You know you're in love when you can't fall asleep because reality is finally better than your dreams.
609,Mae West,105455,"['humor', 'life']","You only live once, but if you do it right, once is enough."
610,Mahatma Gandhi,104085,"['action', 'change', 'inspirational', 'philosophy', 'wish']",Be the change that you wish to see in the world.
611,Robert Frost,98020,['life'],In three words I can sum up everything I've learned about life: it goes on.
612,"J.K. Rowling,",94000,['94000 likes'],"If you want to know what a man's like, take a good look at how he treats his inferiors, not his equals."
613,Albert Camus,84184,"['attributed-no-source', 'friends', 'friendship', 'misattributed-albert-camus']",Don’t walk in front of me… I may not follo
614,"Eleanor Roosevelt,",83488,"['confidence', 'inspirational', 'wisdom']",No one can make you feel inferior without your consent.
615,"C.S. Lewis,",83106,['friendship'],"Friendship ... is born at the moment when one man says to another ""What! You too? I thought that no one but myself . . ."
616,Mark Twain,82251,"['lies', 'lying', 'memory', 'truth']","If you tell the truth, you don't have to remember anything."
617,Elbert Hubbard,77304,"['friend', 'friendship', 'knowledge', 'love']",A friend is someone who knows all about you and still loves you.
618,Maya Angelou,77223,['77223 likes'],"I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."
619,Oscar Wilde,74237,"['attributed-no-source', 'enemies', 'forgiveness', 'strategy']",Always forgive your enemies; nothing annoys them so much.
620,Oscar Wilde,71757,['life'],"To live is the rarest thing in the world. Most people exist, that is all."
621,Mahatma Gandhi,71451,"['carpe-diem', 'education', 'inspirational', 'learning']",Live as if you were to die tomorrow. Learn as if you were to live forever.
622,"Martin Luther King Jr.,",70722,"['darkness', 'drive-out', 'hate', 'inspirational', 'light', 'love', 'peace']",Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.
623,"Oscar Wilde,",66718,"['intelligence', 'self-deprecation']",I am so clever that sometimes I don't understand a single word of what I am saying.
624,"Friedrich Nietzsche,",65507,"['inspirational', 'music', 'philosophy']","Without music, life would be a mistake."
625,Ralph Waldo Emerson,64095,"['accomplishment', 'attributed-no-source', 'be-yourself', 'conformity', 'individuality']",To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.
626,Rob Siltanen,63970,"['advertising', 'apple', 'change', 'commercial', 'computers', 'different', 'madness', 'misattributed-apple', 'misattributed-steve-jobs', 'misfits', 'nonconformity', 'progressive', 'rebels', 'status-quo', 'think-different', 'troublemakers']","Here's to the crazy ones. The misfits. The rebels. The troublemakers. The round pegs in the square holes. The ones who see things differently. They're not fond of rules. And they have no respect for the status quo. You can quote them, disagree with them, glorify or vilify them. About the only thing you can't do is ignore them. Because they change things. They push the human race forward. And while some may see them as the crazy ones, we see genius. Because the people who are crazy enough to think they can change the world, are the ones who do."
627,"Stephen Chbosky,",63718,"['inspirational', 'love']",We accept the love we think we deserve.
628,Narcotics Anonymous,60112,"['humor', 'insanity', 'life', 'misattributed-ben-franklin', 'misattributed-mark-twain', 'misattributed-to-einstein']","Insanity is doing the same thing, over and over again, but expecting different results."
629,Marilyn Monroe,58978,"['attributed-no-source', 'misattributed-marilyn-monroe']","I believe that everything happens for a reason. People change so that you can learn to let go, things go wrong so that you appreciate them when they're right, you believe lies so you eventually learn to trust no one but yourself, and sometimes good things fall apart so better things can fall together."
630,Dr. Seuss,191386,"['attributed-no-source', 'cry', 'crying', 'experience', 'happiness', 'joy', 'life', 'misattributed-dr-seuss', 'optimism', 'sadness', 'smile', 'smiling']","Don't cry because it's over, smile because it happened."
631,Marilyn Monroe,147106,"['attributed-no-source', 'best', 'life', 'love', 'mistakes', 'out-of-control', 'truth', 'worst']","I'm selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle. But if you can't handle me at my worst, then you sure as hell don't deserve me at my best."
632,Oscar Wilde,144644,"['attributed-no-source', 'be-yourself', 'honesty', 'inspirational', 'misattributed-oscar-wilde']",Be yourself; everyone else is already taken.
633,Albert Einstein,128548,"['attributed-no-source', 'human-nature', 'humor', 'infinity', 'philosophy', 'science', 'stupidity', 'universe']",Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
634,Frank Zappa,123603,"['books', 'humor']","So many books, so little time."
635,Bernard M. Baruch,118780,"['ataraxy', 'be-yourself', 'confidence', 'fitting-in', 'individuality', 'misattributed-dr-seuss', 'those-who-matter']","Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind."
636,Marcus Tullius Cicero,117230,"['attributed-no-source', 'books', 'simile', 'soul']",A room without books is like a body without a soul.
637,William W. Purkey,115984,"['dance', 'heaven', 'hurt', 'inspirational', 'life', 'love', 'sing']",You've gotta dance like there's nobody watching
638,Dr. Seuss,113071,"['attributed-no-source', 'dreams', 'love', 'reality', 'sleep']",You know you're in love when you can't fall asleep because reality is finally better than your dreams.
639,Mae West,105455,"['humor', 'life']","You only live once, but if you do it right, once is enough."
640,Mahatma Gandhi,104085,"['action', 'change', 'inspirational', 'philosophy', 'wish']",Be the change that you wish to see in the world.
641,Robert Frost,98020,['life'],In three words I can sum up everything I've learned about life: it goes on.
642,"J.K. Rowling,",94000,['94000 likes'],"If you want to know what a man's like, take a good look at how he treats his inferiors, not his equals."
643,Albert Camus,84184,"['attributed-no-source', 'friends', 'friendship', 'misattributed-albert-camus']",Don’t walk in front of me… I may not follo
644,"Eleanor Roosevelt,",83488,"['confidence', 'inspirational', 'wisdom']",No one can make you feel inferior without your consent.
645,"C.S. Lewis,",83106,['friendship'],"Friendship ... is born at the moment when one man says to another ""What! You too? I thought that no one but myself . . ."
646,Mark Twain,82251,"['lies', 'lying', 'memory', 'truth']","If you tell the truth, you don't have to remember anything."
647,Elbert Hubbard,77304,"['friend', 'friendship', 'knowledge', 'love']",A friend is someone who knows all about you and still loves you.
648,Maya Angelou,77223,['77223 likes'],"I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."
649,Oscar Wilde,74237,"['attributed-no-source', 'enemies', 'forgiveness', 'strategy']",Always forgive your enemies; nothing annoys them so much.
650,Oscar Wilde,71757,['life'],"To live is the rarest thing in the world. Most people exist, that is all."
651,Mahatma Gandhi,71451,"['carpe-diem', 'education', 'inspirational', 'learning']",Live as if you were to die tomorrow. Learn as if you were to live forever.
652,"Martin Luther King Jr.,",70722,"['darkness', 'drive-out', 'hate', 'inspirational', 'light', 'love', 'peace']",Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.
653,"Oscar Wilde,",66718,"['intelligence', 'self-deprecation']",I am so clever that sometimes I don't understand a single word of what I am saying.
654,"Friedrich Nietzsche,",65507,"['inspirational', 'music', 'philosophy']","Without music, life would be a mistake."
655,Ralph Waldo Emerson,64095,"['accomplishment', 'attributed-no-source', 'be-yourself', 'conformity', 'individuality']",To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.
656,Rob Siltanen,63970,"['advertising', 'apple', 'change', 'commercial', 'computers', 'different', 'madness', 'misattributed-apple', 'misattributed-steve-jobs', 'misfits', 'nonconformity', 'progressive', 'rebels', 'status-quo', 'think-different', 'troublemakers']","Here's to the crazy ones. The misfits. The rebels. The troublemakers. The round pegs in the square holes. The ones who see things differently. They're not fond of rules. And they have no respect for the status quo. You can quote them, disagree with them, glorify or vilify them. About the only thing you can't do is ignore them. Because they change things. They push the human race forward. And while some may see them as the crazy ones, we see genius. Because the people who are crazy enough to think they can change the world, are the ones who do."
657,"Stephen Chbosky,",63718,"['inspirational', 'love']",We accept the love we think we deserve.
658,Narcotics Anonymous,60112,"['humor', 'insanity', 'life', 'misattributed-ben-franklin', 'misattributed-mark-twain', 'misattributed-to-einstein']","Insanity is doing the same thing, over and over again, but expecting different results."
659,Marilyn Monroe,58978,"['attributed-no-source', 'misattributed-marilyn-monroe']","I believe that everything happens for a reason. People change so that you can learn to let go, things go wrong so that you appreciate them when they're right, you believe lies so you eventually learn to trust no one but yourself, and sometimes good things fall apart so better things can fall together."
